No,Stockcode,Description,Quantite,PU,Ville,date,heure,month,dow,PT,Continent,clusters
550784,47566,PARTY BUNTING,8,4.95,United Kingdom,2011-04-20,13,4,2,39.6,Europe,1
548309,21880,RED RETROSPOT TAPE,1,0.65,United Kingdom,2011-03-30,12,3,2,0.65,Europe,1
553661,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,12,2.95,United Kingdom,2011-05-18,11,5,2,35.400000000000006,Europe,1
561020,21359,RELAX LARGE WOOD LETTERS,6,3.95,United Kingdom,2011-07-22,17,7,4,23.700000000000003,Europe,3
552244,21713,CITRONELLA CANDLE FLOWERPOT,2,2.1,United Kingdom,2011-05-06,19,5,4,4.2,Europe,3
561694,21915,RED  HARMONICA IN BOX ,12,1.25,United Kingdom,2011-07-29,9,7,4,15.0,Europe,3
572129,22138,BAKING SET 9 PIECE RETROSPOT ,6,4.95,United Kingdom,2011-10-21,9,10,4,29.700000000000003,Europe,0
567670,20963,APPLE BATH SPONGE,1,2.46,United Kingdom,2011-09-21,15,9,2,2.46,Europe,2
549958,84997B,CHILDRENS CUTLERY RETROSPOT RED ,3,4.15,United Kingdom,2011-04-13,13,4,2,12.450000000000001,Europe,1
558704,21891,TRADITIONAL WOODEN SKIPPING ROPE,24,1.45,United Kingdom,2011-07-01,12,7,4,34.8,Europe,3
572735,21219,SET/4 BADGES BALLOON GIRL,10,1.25,United Kingdom,2011-10-25,15,10,1,12.5,Europe,2
539262,20704,MR ROBOT SOFT TOY,8,1.95,United Kingdom,2010-12-16,14,12,3,15.6,Europe,0
557120,23241,TREASURE TIN GYMKHANA DESIGN,6,2.08,United Kingdom,2011-06-16,17,6,3,12.48,Europe,3
543037,22551,PLASTERS IN TIN SPACEBOY,12,1.65,Norway,2011-02-02,16,2,2,19.799999999999997,Europe,1
538349,22133,PINK LOVE HEART SHAPE CUP,3,1.66,United Kingdom,2010-12-10,14,12,4,4.9799999999999995,Europe,0
564199,22675,FRENCH KITCHEN SIGN BLUE METAL,1,1.25,United Kingdom,2011-08-23,17,8,1,1.25,Europe,2
577161,22138,BAKING SET 9 PIECE RETROSPOT ,6,4.95,United Kingdom,2011-11-18,10,11,4,29.700000000000003,Europe,0
543467,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2.46,United Kingdom,2011-02-08,14,2,1,4.92,Europe,1
538507,22791,T-LIGHT GLASS FLUTED ANTIQUE,15,1.25,United Kingdom,2010-12-12,13,12,6,18.75,Europe,3
568901,22704,WRAP RED APPLES ,25,0.42,United Kingdom,2011-09-29,13,9,3,10.5,Europe,0
578998,22961,JAM MAKING SET PRINTED,1,1.45,United Kingdom,2011-11-27,16,11,6,1.45,Europe,3
574561,23130,MISTLETOE HEART WREATH GREEN,1,8.29,United Kingdom,2011-11-04,15,11,4,8.29,Europe,0
560281,22538,MINI JIGSAW GO TO THE FAIR,1,0.42,United Kingdom,2011-07-17,15,7,6,0.42,Europe,3
561247,22178,VICTORIAN GLASS HANGING T-LIGHT,12,1.25,United Kingdom,2011-07-26,11,7,1,15.0,Europe,2
560926,21788,KIDS RAIN MAC BLUE,2,0.79,United Kingdom,2011-07-22,9,7,4,1.58,Europe,3
567303,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,6,3.25,United Kingdom,2011-09-19,13,9,0,19.5,Europe,2
560036,22427,ENAMEL FLOWER JUG CREAM,3,5.95,EIRE,2011-07-14,13,7,3,17.85,Europe,3
575678,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,0.29,United Kingdom,2011-11-10,15,11,3,6.959999999999999,Europe,0
554512,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,3.29,United Kingdom,2011-05-24,15,5,1,3.29,Europe,1
580672,22757,LARGE RED BABUSHKA NOTEBOOK ,3,0.39,United Kingdom,2011-12-05,14,12,0,1.17,Europe,2
572240,22192,BLUE DINER WALL CLOCK,2,8.5,United Kingdom,2011-10-21,15,10,4,17.0,Europe,0
578844,22077,6 RIBBONS RUSTIC CHARM,2,4.13,United Kingdom,2011-11-25,16,11,4,8.26,Europe,0
568193,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,1.65,United Kingdom,2011-09-25,14,9,6,16.5,Europe,3
567512,22961,JAM MAKING SET PRINTED,12,1.45,Germany,2011-09-20,15,9,1,17.4,Europe,2
547772,22291,HANGING CHICK CREAM DECORATION,1,1.45,United Kingdom,2011-03-25,11,3,4,1.45,Europe,3
538524,21166,COOK WITH WINE METAL SIGN ,1,4.21,United Kingdom,2010-12-13,9,12,0,4.21,Europe,2
574043,20725,LUNCH BAG RED RETROSPOT,6,1.65,United Kingdom,2011-11-02,13,11,2,9.899999999999999,Europe,2
540977,16235,RECYCLED PENCIL WITH RABBIT ERASER,4,0.43,United Kingdom,2011-01-12,15,1,2,1.72,Europe,1
545636,22457,NATURAL SLATE HEART CHALKBOARD ,6,2.95,United Kingdom,2011-03-04,12,3,4,17.700000000000003,Europe,3
540458,21991,BOHEMIAN COLLAGE STATIONERY SET,6,2.95,Germany,2011-01-07,12,1,4,17.700000000000003,Europe,1
543987,22926,IVORY GIANT GARDEN THERMOMETER,4,5.95,United Kingdom,2011-02-15,9,2,1,23.8,Europe,1
541695,84968D,SET OF 16 VINTAGE RED CUTLERY,4,8.29,United Kingdom,2011-01-20,18,1,3,33.16,Europe,1
553890,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,3.29,United Kingdom,2011-05-19,16,5,3,3.29,Europe,1
C572111,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,6.95,United Kingdom,2011-10-20,19,10,3,-6.95,Europe,0
562113,85032C,CURIOUS IMAGES GIFT WRAP SET,1,1.63,United Kingdom,2011-08-02,16,8,1,1.63,Europe,2
575739,22981,PANTRY APPLE CORER,1,2.92,United Kingdom,2011-11-11,9,11,4,2.92,Europe,0
550458,22297,HEART IVORY TRELLIS SMALL,1,2.46,United Kingdom,2011-04-18,13,4,0,2.46,Europe,1
575325,22111,SCOTTIE DOG HOT WATER BOTTLE,2,4.95,United Kingdom,2011-11-09,13,11,2,9.9,Europe,2
539437,21485,RETROSPOT HEART HOT WATER BOTTLE,2,11.02,United Kingdom,2010-12-17,14,12,4,22.04,Europe,0
545217,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,4.13,United Kingdom,2011-02-28,16,2,0,4.13,Europe,1
547547,22602,RETROSPOT WOODEN HEART DECORATION,1,1.63,United Kingdom,2011-03-23,15,3,2,1.63,Europe,1
546435,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2.1,United Kingdom,2011-03-14,9,3,0,25.200000000000003,Europe,1
563211,20712,JUMBO BAG WOODLAND ANIMALS,10,2.08,United Kingdom,2011-08-14,12,8,6,20.8,Europe,3
544658,37448,CERAMIC CAKE DESIGN SPOTTED MUG,4,1.49,United Kingdom,2011-02-22,13,2,1,5.96,Europe,1
554096,20766,GARDEN PATH SKETCHBOOK,4,3.75,United Kingdom,2011-05-22,12,5,6,15.0,Europe,3
561217,21912,VINTAGE SNAKES & LADDERS,1,7.46,United Kingdom,2011-07-25,17,7,0,7.46,Europe,2
564436,21982,PACK OF 12 SUKI TISSUES ,12,0.29,United Kingdom,2011-08-25,12,8,3,3.4799999999999995,Europe,0
555547,20750,RED RETROSPOT MINI CASES,2,7.95,France,2011-06-05,13,6,6,15.9,Europe,3
560239,10133,COLOURING PENCILS BROWN TUBE,20,0.42,United Kingdom,2011-07-17,11,7,6,8.4,Europe,3
575972,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,4,0.85,United Kingdom,2011-11-13,13,11,6,3.4,Europe,3
565588,23005,TRAVEL CARD WALLET I LOVE LONDON,6,0.42,United Kingdom,2011-09-05,13,9,0,2.52,Europe,2
576851,21900,"KEY FOB , SHED",1,0.65,United Kingdom,2011-11-16,15,11,2,0.65,Europe,2
574891,21242,RED RETROSPOT PLATE ,1,1.69,United Kingdom,2011-11-07,14,11,0,1.69,Europe,2
550470,21818,GLITTER HEART DECORATION,1,1.63,United Kingdom,2011-04-18,13,4,0,1.63,Europe,1
C559347,85159A,"BLACK TEA,COFFEE,SUGAR JARS",-24,1.95,United Kingdom,2011-07-07,17,7,3,-46.8,Europe,3
569025,22921,HERB MARKER CHIVES ,1,0.65,United Kingdom,2011-09-30,10,9,4,0.65,Europe,0
552559,22423,REGENCY CAKESTAND 3 TIER,4,12.75,United Kingdom,2011-05-10,11,5,1,51.0,Europe,1
557748,22795,SWEETHEART RECIPE BOOK STAND,2,6.75,United Kingdom,2011-06-22,12,6,2,13.5,Europe,1
556916,37413,ICON MUG REVOLUTIONARY,1,0.39,United Kingdom,2011-06-15,13,6,2,0.39,Europe,1
556095,22200,FRYING PAN PINK POLKADOT,1,8.29,United Kingdom,2011-06-08,15,6,2,8.29,Europe,1
560504,22607,WOODEN ROUNDERS GARDEN SET ,4,9.95,United Kingdom,2011-07-19,11,7,1,39.8,Europe,2
547075,22681,FRENCH BLUE METAL DOOR SIGN 6,10,1.25,United Kingdom,2011-03-20,14,3,6,12.5,Europe,3
552684,20718,RED RETROSPOT SHOPPER BAG,1,3.29,United Kingdom,2011-05-10,15,5,1,3.29,Europe,1
572219,23240,SET OF 4 KNICK KNACK TINS DOILY ,2,4.15,United Kingdom,2011-10-21,13,10,4,8.3,Europe,0
556237,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2.5,United Kingdom,2011-06-09,15,6,3,2.5,Europe,3
550500,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,3.29,United Kingdom,2011-04-18,15,4,0,3.29,Europe,1
552288,22383,LUNCH BAG SUKI DESIGN ,10,1.65,United Kingdom,2011-05-08,13,5,6,16.5,Europe,3
578947,22138,BAKING SET 9 PIECE RETROSPOT ,2,4.95,United Kingdom,2011-11-27,13,11,6,9.9,Europe,3
549947,84978,HANGING HEART JAR T-LIGHT HOLDER,24,1.25,United Kingdom,2011-04-13,12,4,2,30.0,Europe,1
580103,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2.95,United Kingdom,2011-12-01,15,12,3,23.6,Europe,0
568325,21621,VINTAGE UNION JACK BUNTING,20,8.5,United Kingdom,2011-09-26,13,9,0,170.0,Europe,2
560228,23004,TRAVEL CARD WALLET PANTRY,24,0.42,United Kingdom,2011-07-15,17,7,4,10.08,Europe,3
580025,85061W,WHITE JEWELLED HEART DECORATION,2,0.85,United Kingdom,2011-12-01,11,12,3,1.7,Europe,0
540817,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2.55,United Kingdom,2011-01-11,12,1,1,81.6,Europe,1
543111,22381,TOY TIDY PINK POLKADOT,2,2.1,United Kingdom,2011-02-03,12,2,3,4.2,Europe,1
557469,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2.95,United Kingdom,2011-06-20,13,6,0,2.95,Europe,1
555518,22621,TRADITIONAL KNITTING NANCY,12,1.65,United Kingdom,2011-06-05,10,6,6,19.799999999999997,Europe,3
566451,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,1.65,United Kingdom,2011-09-12,16,9,0,1.65,Europe,2
571033,22534,MAGIC DRAWING SLATE SPACEBOY ,24,0.42,United Kingdom,2011-10-13,12,10,3,10.08,Europe,0
559861,22562,MONSTERS STENCIL CRAFT,1,1.25,United Kingdom,2011-07-13,10,7,2,1.25,Europe,2
561024,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,7.95,United Kingdom,2011-07-24,10,7,6,23.85,Europe,3
544467,21717,EASTER TIN BUCKET,1,2.55,United Kingdom,2011-02-20,15,2,6,2.55,Europe,3
537133,21156,RETROSPOT CHILDRENS APRON,1,1.95,United Kingdom,2010-12-05,12,12,6,1.95,Europe,3
555109,23162,REGENCY TEA STRAINER,4,3.75,United Kingdom,2011-05-31,14,5,1,15.0,Europe,1
555207,21135,VICTORIAN  METAL POSTCARD SPRING,8,1.69,United Kingdom,2011-06-01,12,6,2,13.52,Europe,1
573332,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,1.45,United Kingdom,2011-10-30,11,10,6,2.9,Europe,3
574561,22423,REGENCY CAKESTAND 3 TIER,1,24.96,United Kingdom,2011-11-04,15,11,4,24.96,Europe,0
562984,22135,MINI LADLE LOVE HEART PINK,5,0.42,United Kingdom,2011-08-11,11,8,3,2.1,Europe,0
569705,21539,RED RETROSPOT BUTTER DISH,3,4.95,United Kingdom,2011-10-05,16,10,2,14.850000000000001,Europe,2
569544,22750,FELTCRAFT PRINCESS LOLA DOLL,1,7.46,United Kingdom,2011-10-04,16,10,1,7.46,Europe,2
565329,22273,FELTCRAFT DOLL MOLLY,1,2.95,United Kingdom,2011-09-02,13,9,4,2.95,Europe,0
561802,22821,GIFT BAG PSYCHEDELIC APPLES,36,0.65,United Kingdom,2011-07-29,14,7,4,23.400000000000002,Europe,3
558330,22123,PING MICROWAVE APRON,2,1.95,United Kingdom,2011-06-28,12,6,1,3.9,Europe,1
568135,23084,RABBIT NIGHT LIGHT,7,4.13,United Kingdom,2011-09-23,17,9,4,28.91,Europe,0
546135,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,2.95,Australia,2011-03-09,15,3,2,17.700000000000003,Oceania,1
577768,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,2,4.96,United Kingdom,2011-11-21,15,11,0,9.92,Europe,2
577851,23439,HAND WARMER RED LOVE HEART,24,2.1,United Kingdom,2011-11-22,11,11,1,50.400000000000006,Europe,2
581020,23313,VINTAGE CHRISTMAS BUNTING,50,4.15,United Kingdom,2011-12-07,10,12,2,207.50000000000003,Europe,3
548702,21169,YOU'RE CONFUSING ME METAL SIGN ,3,1.69,United Kingdom,2011-04-03,11,4,6,5.07,Europe,3
553351,21161,KEEP OUT BOYS DOOR HANGER ,1,1.45,United Kingdom,2011-05-16,13,5,0,1.45,Europe,1
566577,20712,JUMBO BAG WOODLAND ANIMALS,12,4.13,United Kingdom,2011-09-13,13,9,1,49.56,Europe,2
574533,22865,HAND WARMER OWL DESIGN,24,2.1,United Kingdom,2011-11-04,14,11,4,50.400000000000006,Europe,0
578347,22196,SMALL HEART MEASURING SPOONS,1,1.63,United Kingdom,2011-11-24,9,11,3,1.63,Europe,0
565847,48185,DOORMAT FAIRY CAKE,2,14.13,United Kingdom,2011-09-07,12,9,2,28.26,Europe,2
567526,22192,BLUE DINER WALL CLOCK,36,7.65,Denmark,2011-09-21,9,9,2,275.40000000000003,Europe,3
577511,84970S,HANGING HEART ZINC T-LIGHT HOLDER,6,0.85,United Kingdom,2011-11-20,12,11,6,5.1,Europe,3
543164,20832,RED FLOCK LOVE HEART PHOTO FRAME,6,0.85,United Kingdom,2011-02-03,19,2,3,5.1,Europe,1
543993,22961,JAM MAKING SET PRINTED,12,1.45,United Kingdom,2011-02-15,10,2,1,17.4,Europe,1
556089,84997a,CHILDRENS CUTLERY POLKADOT GREEN ,1,8.29,United Kingdom,2011-06-08,15,6,2,8.29,Europe,1
561355,23010,CIRCUS PARADE BABY GIFT SET,6,14.95,United Kingdom,2011-07-26,14,7,1,89.69999999999999,Europe,2
546689,23231,WRAP DOILEY DESIGN,25,0.42,United Kingdom,2011-03-16,10,3,2,10.5,Europe,1
556958,22960,JAM MAKING SET WITH JARS,12,3.75,United Kingdom,2011-06-16,9,6,3,45.0,Europe,3
574092,23356,LOVE HOT WATER BOTTLE,264,4.95,United Kingdom,2011-11-03,9,11,3,1306.8,Europe,3
574629,22994,TRAVEL CARD WALLET RETROSPOT,2,0.42,United Kingdom,2011-11-06,11,11,6,0.84,Europe,3
542192,22024,RAINY LADIES BIRTHDAY CARD,12,0.42,United Kingdom,2011-01-26,11,1,2,5.04,Europe,1
557792,48129,DOORMAT TOPIARY,1,7.95,United Kingdom,2011-06-22,16,6,2,7.95,Europe,1
540515,22653,BUTTON BOX ,2,1.95,United Kingdom,2011-01-09,11,1,6,3.9,Europe,3
566273,22467,GUMBALL COAT RACK,6,2.55,United Kingdom,2011-09-11,13,9,6,15.299999999999999,Europe,3
558475,90130B,TURQ STONE/CRYSTAL EARRINGS,2,2.9,United Kingdom,2011-06-29,15,6,2,5.8,Europe,1
570021,23166,MEDIUM CERAMIC TOP STORAGE JAR,3,1.25,United Kingdom,2011-10-07,10,10,4,3.75,Europe,0
555340,22383,LUNCH BAG SUKI DESIGN ,10,1.65,United Kingdom,2011-06-02,11,6,3,16.5,Europe,3
550470,90214F,"LETTER ""F"" BLING KEY RING",2,0.83,United Kingdom,2011-04-18,13,4,0,1.66,Europe,1
570871,22212,FOUR HOOK  WHITE LOVEBIRDS,1,4.13,United Kingdom,2011-10-12,16,10,2,4.13,Europe,2
557502,85086A,CANDY SPOT HEART DECORATION,2,0.83,United Kingdom,2011-06-20,15,6,0,1.66,Europe,1
566875,23199,JUMBO BAG APPLES,50,2.08,United Kingdom,2011-09-15,13,9,3,104.0,Europe,0
550312,22178,VICTORIAN GLASS HANGING T-LIGHT,36,1.25,United Kingdom,2011-04-17,11,4,6,45.0,Europe,3
562539,23162,REGENCY TEA STRAINER,3,3.75,United Kingdom,2011-08-05,15,8,4,11.25,Europe,3
559134,22712,CARD DOLLY GIRL ,12,0.42,France,2011-07-06,13,7,2,5.04,Europe,2
559919,23120,PACK OF 6 SMALL FRUIT STRAWS,288,0.36,Australia,2011-07-13,15,7,2,103.67999999999999,Oceania,1
565478,22138,BAKING SET 9 PIECE RETROSPOT ,1,4.95,United Kingdom,2011-09-05,11,9,0,4.95,Europe,2
568180,21790,VINTAGE SNAP CARDS,3,0.85,United Kingdom,2011-09-25,13,9,6,2.55,Europe,3
561863,10135,COLOURING PENCILS BROWN TUBE,10,1.25,United Kingdom,2011-07-31,10,7,6,12.5,Europe,3
C571499,82494L,WOODEN FRAME ANTIQUE WHITE ,-72,2.55,Spain,2011-10-17,15,10,0,-183.6,Europe,3
575742,23564,EGG CUP MILKMAID INGRID,12,1.25,United Kingdom,2011-11-11,9,11,4,15.0,Europe,0
577358,20726,LUNCH BAG WOODLAND,1,4.13,United Kingdom,2011-11-18,15,11,4,4.13,Europe,0
538884,22625,RED KITCHEN SCALES,1,16.98,United Kingdom,2010-12-14,15,12,1,16.98,Europe,2
539437,85131D,BEADED CRYSTAL HEART PINK ON STICK,2,0.85,United Kingdom,2010-12-17,14,12,4,1.7,Europe,0
539434,22948,METAL DECORATION NAUGHTY CHILDREN ,1,6.77,United Kingdom,2010-12-17,14,12,4,6.77,Europe,0
564653,22431,WATERING CAN BLUE ELEPHANT,6,1.95,United Kingdom,2011-08-26,14,8,4,11.7,Europe,3
542420,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,1.45,United Kingdom,2011-01-27,18,1,3,5.8,Europe,1
574950,90116,FRUIT SALAD BAG CHARM,1,2.46,United Kingdom,2011-11-08,9,11,1,2.46,Europe,2
543281,20615,BLUE POLKADOT PASSPORT COVER,1,2.1,United Kingdom,2011-02-06,15,2,6,2.1,Europe,3
543182,21314,SMALL GLASS HEART TRINKET POT,2,4.13,United Kingdom,2011-02-04,10,2,4,8.26,Europe,1
571940,22588,CARD HOLDER GINGHAM HEART,6,2.89,United Kingdom,2011-10-20,9,10,3,17.34,Europe,0
538418,85049E,SCANDINAVIAN REDS RIBBONS,2,1.25,United Kingdom,2010-12-12,12,12,6,2.5,Europe,3
C561328,22423,REGENCY CAKESTAND 3 TIER,-3,10.95,Germany,2011-07-26,13,7,1,-32.849999999999994,Europe,2
570219,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,0.55,United Kingdom,2011-10-09,12,10,6,1.1,Europe,3
578072,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,9,0.42,United Kingdom,2011-11-22,16,11,1,3.78,Europe,2
550467,22906,12 MESSAGE CARDS WITH ENVELOPES,1,1.65,United Kingdom,2011-04-18,13,4,0,1.65,Europe,1
547914,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,1.95,Italy,2011-03-28,12,3,0,23.4,Europe,1
571280,22436,12 COLOURED PARTY BALLOONS,2,0.65,United Kingdom,2011-10-16,13,10,6,1.3,Europe,3
555416,23077,DOUGHNUT LIP GLOSS ,40,1.25,United Kingdom,2011-06-03,10,6,4,50.0,Europe,3
567196,20726,LUNCH BAG WOODLAND,10,1.65,Belgium,2011-09-19,10,9,0,16.5,Europe,2
573070,21175,GIN + TONIC DIET METAL SIGN,3,2.55,United Kingdom,2011-10-27,13,10,3,7.6499999999999995,Europe,0
580730,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,4,3.29,United Kingdom,2011-12-05,17,12,0,13.16,Europe,2
552039,22434,BALLOON PUMP WITH 10 BALLOONS,8,1.95,United Kingdom,2011-05-06,8,5,4,15.6,Europe,3
562540,21165,BEWARE OF THE CAT METAL SIGN ,4,1.69,United Kingdom,2011-08-05,15,8,4,6.76,Europe,3
575480,23355,HOT WATER BOTTLE KEEP CALM,4,4.95,United Kingdom,2011-11-09,16,11,2,19.8,Europe,2
C571287,22191,IVORY DINER WALL CLOCK,-1,8.5,United Kingdom,2011-10-16,15,10,6,-8.5,Europe,3
558066,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,3.29,United Kingdom,2011-06-24,15,6,4,3.29,Europe,3
551834,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,0.85,United Kingdom,2011-05-04,13,5,2,10.2,Europe,1
560433,84748,FOLK FELT HANGING MULTICOL GARLAND,2,2.46,United Kingdom,2011-07-18,15,7,0,4.92,Europe,2
554514,22266,EASTER DECORATION HANGING BUNNY,1,1.25,United Kingdom,2011-05-24,15,5,1,1.25,Europe,1
564962,22113,GREY HEART HOT WATER BOTTLE,1,3.75,United Kingdom,2011-08-31,14,8,2,3.75,Europe,2
555284,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,0.72,United Kingdom,2011-06-02,9,6,3,17.28,Europe,3
577324,20981,12 PENCILS TALL TUBE WOODLAND,12,0.85,United Kingdom,2011-11-18,14,11,4,10.2,Europe,0
577747,82551,LAUNDRY 15C METAL SIGN,192,1.25,United Kingdom,2011-11-21,14,11,0,240.0,Europe,3
554124,90123C,GREEN HEART OF GLASS BRACELET,3,5.95,United Kingdom,2011-05-23,8,5,0,17.85,Europe,1
571441,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,3,1.63,United Kingdom,2011-10-17,13,10,0,4.89,Europe,2
540288,82600,NO SINGING METAL SIGN,2,2.1,United Kingdom,2011-01-06,12,1,3,4.2,Europe,1
557888,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,1,0.85,United Kingdom,2011-06-23,13,6,3,0.85,Europe,3
549789,23204,CHARLOTTE BAG APPLES DESIGN,10,0.85,United Kingdom,2011-04-12,12,4,1,8.5,Europe,1
556804,22457,NATURAL SLATE HEART CHALKBOARD ,18,2.95,United Kingdom,2011-06-14,15,6,1,53.1,Europe,1
576339,22185,SLATE TILE NATURAL HANGING,1,3.29,United Kingdom,2011-11-14,15,11,0,3.29,Europe,2
580661,23320,GIANT 50'S CHRISTMAS CRACKER,1,1.25,United Kingdom,2011-12-05,13,12,0,1.25,Europe,2
564434,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,1.65,United Kingdom,2011-08-25,11,8,3,19.799999999999997,Europe,0
571217,23269,SET OF 2 CERAMIC CHRISTMAS TREES,12,1.45,United Kingdom,2011-10-14,13,10,4,17.4,Europe,0
564346,23247,BISCUIT TIN 50'S CHRISTMAS,6,2.89,United Kingdom,2011-08-24,14,8,2,17.34,Europe,2
576605,22144,CHRISTMAS CRAFT LITTLE FRIENDS,10,2.1,United Kingdom,2011-11-15,15,11,1,21.0,Europe,2
569535,23403,LETTER HOLDER HOME SWEET HOME,4,3.75,United Kingdom,2011-10-04,15,10,1,15.0,Europe,2
549295,46776B,WOVEN BERRIES CUSHION COVER ,1,4.13,United Kingdom,2011-04-07,19,4,3,4.13,Europe,1
570475,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,1,4.95,United Kingdom,2011-10-10,16,10,0,4.95,Europe,2
539958,84596E,SMALL LICORICE DES PINK BOWL,20,0.85,United Kingdom,2010-12-23,13,12,3,17.0,Europe,0
564150,21115,ROSE CARAVAN DOORSTOP,2,6.75,Channel Islands,2011-08-23,12,8,1,13.5,Europe,2
580676,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,1.25,United Kingdom,2011-12-05,14,12,0,7.5,Europe,2
559921,22625,RED KITCHEN SCALES,1,8.5,United Kingdom,2011-07-13,15,7,2,8.5,Europe,2
539453,22443,GROW YOUR OWN HERBS SET OF 3,1,16.13,United Kingdom,2010-12-17,17,12,4,16.13,Europe,0
573369,23322,LARGE WHITE HEART OF WICKER,1,2.95,United Kingdom,2011-10-30,13,10,6,2.95,Europe,3
540418,22258,FELT FARM ANIMAL RABBIT,12,0.85,United Kingdom,2011-01-07,11,1,4,10.2,Europe,1
536388,21754,HOME BUILDING BLOCK WORD,3,5.95,United Kingdom,2010-12-01,9,12,2,17.85,Europe,2
581492,22713,CARD I LOVE LONDON ,1,0.83,United Kingdom,2011-12-09,10,12,4,0.83,Europe,0
574298,23203,JUMBO BAG VINTAGE DOILY ,2,4.13,United Kingdom,2011-11-03,15,11,3,8.26,Europe,0
560926,23293,SET OF 12 FAIRY CAKE BAKING CASES,2,2.46,United Kingdom,2011-07-22,9,7,4,4.92,Europe,3
565917,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,2,1.63,United Kingdom,2011-09-07,16,9,2,3.26,Europe,2
569234,22348,TEA BAG PLATE RED RETROSPOT,1,0.85,United Kingdom,2011-10-02,15,10,6,0.85,Europe,3
538524,47367B,PAIR PADDED HANGERS PINK CHECK,3,3.36,United Kingdom,2010-12-13,9,12,0,10.08,Europe,2
562715,22595,GINGHAM HEART DECORATION,10,1.63,United Kingdom,2011-08-08,15,8,0,16.299999999999997,Europe,2
548162,20677,PINK POLKADOT BOWL,4,2.46,United Kingdom,2011-03-29,13,3,1,9.84,Europe,1
541811,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,5.79,United Kingdom,2011-01-21,15,1,4,5.79,Europe,1
560696,23085,ANTIQUE SILVER BAUBLE LAMP  ,1,10.4,United Kingdom,2011-07-20,12,7,2,10.4,Europe,2
579165,23322,LARGE WHITE HEART OF WICKER,6,2.95,United Kingdom,2011-11-28,14,11,0,17.700000000000003,Europe,2
C559659,21166,COOK WITH WINE METAL SIGN ,-1,2.08,United Kingdom,2011-07-11,13,7,0,-2.08,Europe,2
541830,21055,TOOL BOX SOFT TOY ,1,7.46,United Kingdom,2011-01-21,17,1,4,7.46,Europe,1
559824,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2.95,United Kingdom,2011-07-12,17,7,1,2.95,Europe,2
546306,22651,GENTLEMAN SHIRT REPAIR KIT ,1,1.63,United Kingdom,2011-03-10,16,3,3,1.63,Europe,1
538071,22539,MINI JIGSAW DOLLY GIRL,4,0.85,United Kingdom,2010-12-09,14,12,3,3.4,Europe,0
540973,22968,ROSE COTTAGE KEEPSAKE BOX ,1,9.95,United Kingdom,2011-01-12,14,1,2,9.95,Europe,1
562885,21787,RAIN PONCHO RETROSPOT,24,0.85,United Kingdom,2011-08-10,11,8,2,20.4,Europe,2
564141,23165,LARGE CERAMIC TOP STORAGE JAR,1,1.65,United Kingdom,2011-08-23,11,8,1,1.65,Europe,2
572552,22246,MAGIC GARDEN FELT GARLAND ,1,4.13,United Kingdom,2011-10-24,17,10,0,4.13,Europe,2
580718,21064,BOOM BOX SPEAKER BOYS,24,1.25,United Kingdom,2011-12-05,16,12,0,30.0,Europe,2
553859,23093,SMALL PARISIENNE HEART PHOTO FRAME ,3,2.49,United Kingdom,2011-05-19,13,5,3,7.470000000000001,Europe,1
